6.989712811936023111e-03,5.343662577268982940e-04,-1.052911998356521883e-02,-5.494293632309624718e-03,-1.406065739720116156e-02
6.435652468670535579e-03,7.501313967418935880e-04,-1.050903166807994754e-02,-5.756560404198450727e-03,-1.417867272381026847e-02
5.886592450517207260e-03,7.430953704904773131e-04,-9.801713809603396568e-03,-6.274282812177284577e-03,-1.414143988990186097e-02
6.576424857876261333e-03,1.358507877273065507e-03,-9.334457583235157216e-03,-6.596810928400954031e-03,-1.412539564816055020e-02
7.055788578067577650e-03,1.339677052383020286e-03,-9.609482230743244743e-03,-5.457775492073537946e-03,-1.417321661676691248e-02
7.056355979946228596e-03,1.171125056768500565e-03,-1.030035536254528608e-02,-4.766086099004343025e-03,-1.403080476548189230e-02
7.168124812374868440e-03,1.413793590802070455e-03,-1.040374939802315990e-02,-4.904158297340087923e-03,-1.439875415145514502e-02
7.366570473500782222e-03,1.784394871096382004e-03,-1.032150550420438302e-02,-4.684955986850041984e-03,-1.416579551468835629e-02
7.266586931478310508e-03,1.546690522061501538e-03,-9.781342041810808449e-03,-5.596467958242747238e-03,-1.366691160894330757e-02
7.557207883379590645e-03,4.993979586394495631e-04,-9.827881161292325099e-03,-5.631644871291707939e-03,-1.309486121966863328e-02
7.720701855552334660e-03,6.229879326847551427e-04,-1.014754438045360752e-02,-5.578940532459071740e-03,-1.286369263378614285e-02
8.192247405457918699e-03,1.769783115858828641e-03,-1.024504812076605827e-02,-5.661714241718568755e-03,-1.319808251405404746e-02
8.677304793140716566e-03,2.040805974695495024e-03,-1.042610674816311228e-02,-5.239000355199614246e-03,-1.356007830774469229e-02
8.362955350812436434e-03,1.644769041203305443e-03,-1.049857808879129176e-02,-5.286982123472327814e-03,-1.332705552376174142e-02
7.844383638885538135e-03,1.471197206354234958e-03,-1.047527043296939998e-02,-5.821355968541359373e-03,-1.298816461138723073e-02
7.574019910957187698e-03,1.070089184352168276e-03,-1.122603946587243454e-02,-5.241906175293979155e-03,-1.302497249888290819e-02
7.834086401577943296e-03,4.422050117306213965e-04,-1.101289247113214527e-02,-5.940851191248211309e-03,-1.277357652066439878e-02
7.899335369061018242e-03,1.057901217791325970e-03,-1.121663772515790747e-02,-6.162966968990743304e-03,-1.303971439809338377e-02
8.177630552078618900e-03,1.718834266375780621e-03,-1.095487994781502161e-02,-6.019024494777220485e-03,-1.319694204879843895e-02
7.529292056426857907e-03,9.088803349160343983e-04,-1.060581390701800450e-02,-6.320747735252671938e-03,-1.331126601264277960e-02
7.406711912702616460e-03,1.251500000703201665e-04,-1.076521426945628405e-02,-6.922562114627452655e-03,-1.316211989022879510e-02
7.923835588452428011e-03,8.485459391441969000e-04,-1.170130176589163733e-02,-6.796958405092785351e-03,-1.343606206548494594e-02
8.457853563932806254e-03,1.764809019886408271e-03,-1.192587734166085378e-02,-6.450635118248533931e-03,-1.368287227346065733e-02
8.152932094747702627e-03,2.079107121612079525e-03,-1.145900190778707979e-02,-7.409737802819714794e-03,-1.373879403860430240e-02
8.058327002397770028e-03,1.526285657254501096e-03,-1.162503427105855691e-02,-7.454420086014611029e-03,-1.371576362095337787e-02
8.056196638653846664e-03,9.619816667655326425e-04,-1.206953731762390458e-02,-6.774528854385457495e-03,-1.366181359416005631e-02
8.586601296460421445e-03,8.179265752542197628e-04,-1.221822651697144525e-02,-7.116191212071474974e-03,-1.394811756390805166e-02
8.917215532038448925e-03,5.491657114531025988e-04,-1.226042419663689147e-02,-7.392882703402074360e-03,-1.402958885380981534e-02
9.152806214824569034e-03,3.188063328279325151e-04,-1.213396462591321244e-02,-7.215669526917821951e-03,-1.402852071787366768e-02
9.251507671731941732e-03,1.469489241408393910e-04,-1.281757380259144520e-02,-6.760807628002252385e-03,-1.421868142915582930e-02
8.940207028868385475e-03,-1.154599130104314931e-04,-1.253139757699103275e-02,-7.478269734993985007e-03,-1.392255411703386368e-02
8.714805242843456229e-03,-1.092526146907228050e-04,-1.298523310999425730e-02,-7.750040915614399110e-03,-1.390521443526694829e-02
8.922625985798071646e-03,1.131140916084227236e-03,-1.370734643418237975e-02,-7.697064676855036418e-03,-1.402006651968935522e-02
9.123736805496010516e-03,1.320323665756845469e-03,-1.413295318647474208e-02,-7.308841898004767718e-03,-1.428154376831233460e-02
8.991762954521597545e-03,3.387591302747939366e-04,-1.392144361476964180e-02,-8.193142935620300465e-03,-1.454829902488263653e-02
9.209371704490930052e-03,-4.424463789926187402e-05,-1.355411047478153469e-02,-8.120150953354932782e-03,-1.458623088026552925e-02
8.884665998549512098e-03,7.104312684726976071e-04,-1.398620910048417772e-02,-7.487872334089180383e-03,-1.378676484684538545e-02
8.284743366386416660e-03,9.592913735609696207e-04,-1.469674719969346795e-02,-7.676080293496165795e-03,-1.310560398425565654e-02
8.664344457756526299e-03,1.940363263640355928e-03,-1.453373094502576589e-02,-8.531988286143250486e-03,-1.358446043193214936e-02
8.974987697792627742e-03,3.175840994018022060e-03,-1.518707200802933699e-02,-8.503618810803597119e-03,-1.419725871422821382e-02
9.521361268900470354e-03,3.380949721124523657e-03,-1.537521946454436031e-02,-9.090726615696200982e-03,-1.428823476718881977e-02
9.499615806090350167e-03,2.087070837527358561e-03,-1.539448686967134078e-02,-8.648622967133277883e-03,-1.415693025103999074e-02
9.525466850730860552e-03,1.418715789886679799e-03,-1.571993937924602916e-02,-7.953616824833552312e-03,-1.367697922055147695e-02
9.605612560020269225e-03,2.519965212982749805e-03,-1.627165361962795362e-02,-7.174480574726692893e-03,-1.360214068283771560e-02
9.430549142624571751e-03,2.786851698158419009e-03,-1.645816192907669298e-02,-6.853033277225467970e-03,-1.382959617892393078e-02
9.359011240914639346e-03,2.771660695946388635e-03,-1.656454037884318858e-02,-7.399657885221491184e-03,-1.334098446156320450e-02
9.399525681969353105e-03,3.062200005841728741e-03,-1.702130446954450843e-02,-7.591393699964002657e-03,-1.305367782144181005e-02
9.458134958877848636e-03,3.729488306257420453e-03,-1.732079389403079484e-02,-7.489604919210884892e-03,-1.322998840063683949e-02
9.800246779885347578e-03,4.174504531314216470e-03,-1.711570764730057509e-02,-7.601750730473860219e-03,-1.350129273544510219e-02
1.007323612710593445e-02,3.770846372761695649e-03,-1.716573154883377361e-02,-8.148436369450270944e-03,-1.337781671210671805e-02
