1.857338699321564460e-03,-2.849405910596070936e-03,-1.180956288167024301e-04
2.267908306540015496e-03,-5.980234627176938926e-03,1.787393301009550315e-04
2.561172311696052230e-03,-9.304541522872356030e-03,3.096020539248685527e-04
2.267908306540015496e-03,-1.213635850809437720e-02,3.223691489320795896e-04
2.678477913758466750e-03,-1.317410510516331575e-02,1.276709500721107416e-05
2.913089117883295789e-03,-1.187252462748362991e-02,-5.394097640546678674e-04
3.343209658778816418e-03,-8.548217731788213675e-03,-8.809295554975640936e-04
3.734228332320198296e-03,-4.749009850993451270e-03,-1.136271455641785482e-03
4.340307276309340705e-03,-1.899603940397380552e-03,-1.180956288167024247e-03
4.438061944694686282e-03,-1.934781791145480292e-04,-8.170940804615087465e-04
4.555367546757100802e-03,-1.037746597068939410e-03,-3.096020539248685527e-04
4.535816613080030993e-03,-4.573120597252953654e-03,-4.149305877343598511e-05
4.438061944694686282e-03,-7.616004686963572835e-03,8.617789129867474299e-05
4.438061944694686282e-03,-9.023118716887558108e-03,-3.510951126983045311e-05
3.871084868059681758e-03,-8.724106985528711292e-03,-3.830128502163321911e-04
3.480066194518299880e-03,-6.314424209283885266e-03,-4.245059089897682100e-04
3.480066194518299880e-03,-3.764030030046661580e-03,-4.564236465077958836e-04
3.069496587299848627e-03,-1.354347253801836204e-03,-5.298344427992595761e-04
2.678477913758466750e-03,1.072924447817039150e-03,-4.436565515005847925e-04
3.010843786268641367e-03,1.055335522442989171e-03,-2.521501263924186970e-04
2.658926980081397808e-03,-1.231224776183487439e-03,-2.266159363779965419e-04
2.267908306540015496e-03,-4.432409194260554693e-03,-2.521501263924186970e-04
2.228806439185877612e-03,-6.718969492887031519e-03,-1.308627238239134941e-04
2.443866709633637710e-03,-7.246637254108526105e-03,-6.064370128425260143e-05
2.267908306540015496e-03,-5.294266537588996485e-03,9.894498630588582054e-05
2.131051770800532034e-03,-2.673516656855572885e-03,4.149305877343598511e-05
1.661829362550873521e-03,-8.266794925803416186e-04,-2.329994838816020874e-04
1.740033097259149940e-03,2.286560298626476610e-04,-2.489583526406159513e-04
1.915991500352771937e-03,-2.286560298626476610e-04,-3.510951126983045311e-05
1.622727495196735420e-03,-1.108102298565138673e-03,6.702724878785813343e-05
1.818236831967426359e-03,-2.691105582229622647e-03,-3.000267326694602073e-04
1.779134964613288258e-03,-5.276677612214945856e-03,-4.372730039969792469e-04
1.915991500352771937e-03,-6.120946030169337887e-03,-3.447115651946989720e-04
1.935542434029840879e-03,-6.015412477925038449e-03,-3.638622077055156086e-04
1.759584030936219099e-03,-5.259088686840896094e-03,-1.755475563491522588e-04
1.837787765644495518e-03,-3.693674328550462533e-03,-5.426015378064706266e-05
2.287459240217084872e-03,-2.356916000122675874e-03,-1.532051400865328764e-04
2.365662974925361074e-03,-2.286560298626476827e-03,-3.191773751802768440e-04
2.522070444341913912e-03,-2.761461283725821694e-03,-4.308894564933737014e-04
2.385213908602430450e-03,-2.814228059847971412e-03,-3.415197914428962263e-04
2.522070444341913912e-03,-3.271540119573266518e-03,-5.234508952956539764e-04
3.069496587299848627e-03,-3.939919283787159630e-03,-4.787660627704152659e-04
3.323658725101747043e-03,-4.221342089771956685e-03,-4.245059089897682100e-04
3.714677398643128920e-03,-3.482607224061864525e-03,-7.756010216880726733e-04
3.851533934382612816e-03,-2.497627403115074401e-03,-9.926416368106608969e-04
4.047043271153303971e-03,-2.198615671756227585e-03,-9.511485780372249321e-04
4.007941403799165220e-03,-2.761461283725821694e-03,-8.585871392349447113e-04
4.086145138507441855e-03,-3.552962925558064006e-03,-6.638889403749757617e-04
4.398960077340547531e-03,-4.133397462901707876e-03,-6.415465241123564878e-04
4.301205408955201953e-03,-4.854543403237750708e-03,-7.915598904470865643e-04
4.301205408955201953e-03,-4.344464567390305884e-03,-9.415732567818166409e-04
4.320756342632270895e-03,-2.550394179237224120e-03,-7.819845691916782731e-04
3.929737669090889451e-03,-1.583003283664483974e-03,-5.585604065654844498e-04
3.988390470122096278e-03,-1.072924447817039150e-03,-4.245059089897682100e-04
3.929737669090889451e-03,-8.618573433284412505e-04,-2.968349589176574616e-04
3.929737669090889451e-03,-9.849798209467899076e-04,-3.032185064212630072e-04
3.871084868059681758e-03,-3.869563582290960584e-04,-5.521768590618789585e-04
3.831983000705543874e-03,-7.739127164581921167e-04,-6.447382978641591792e-04
3.616922730257783776e-03,-2.673516656855572885e-03,-4.308894564933737014e-04
3.538718995549507140e-03,-4.291697791268156599e-03,-2.170406151225882506e-04
3.304107791424678101e-03,-3.975097134535259154e-03,-9.256143880228028854e-05
3.167251255685194205e-03,-1.618181134412583497e-03,-8.936966505047751576e-05
2.698028847435535692e-03,5.100788358474448239e-04,-1.468215925829273309e-04
2.365662974925361074e-03,1.565414358290433995e-03,-1.021367600576885933e-04
1.974644301383979197e-03,1.301580477679686702e-03,-1.755475563491522588e-04
1.994195235061048139e-03,-1.196046925435387915e-03,-2.904514114140519161e-04
2.052848036092255399e-03,-3.412251522565665045e-03,-2.776843164068408250e-04
2.013746168738117515e-03,-4.432409194260554693e-03,-5.074920265366401938e-04
1.994195235061048139e-03,-6.613435940642732949e-03,-9.064637455119861674e-04
1.955093367706910255e-03,-7.070748000368027621e-03,-1.126696134386377191e-03
2.111500837123463092e-03,-5.575689343573793540e-03,-1.627804613419411893e-03
2.052848036092255399e-03,-2.673516656855572885e-03,-2.026776332394758084e-03
1.837787765644495518e-03,3.517785074809964265e-04,-1.043710016839505261e-03
2.013746168738117515e-03,5.980234627176939577e-04,8.234776279651142379e-04
2.111500837123463092e-03,-3.517785074809963859e-05,1.487366568340090000e-03
1.896440566675702778e-03,-1.583003283664483974e-03,1.509708984602709490e-03
2.150602704477600977e-03,-4.608298448001053177e-03,1.356503844516176614e-03
2.287459240217084872e-03,-6.789325194383230566e-03,2.361912576334048602e-04
2.150602704477600977e-03,-7.545648985467372921e-03,-7.021902253966090621e-05
1.779134964613288258e-03,-7.721538239207871406e-03,0.000000000000000000e+00
1.407667224748975323e-03,-6.595847015268683187e-03,1.691640088455467132e-04
1.818236831967426359e-03,-3.482607224061864525e-03,1.212874025685052029e-04
1.720482163582080781e-03,-5.628456119695942174e-04,-9.575321255408304776e-05
1.700931229905011839e-03,1.196046925435387915e-03,-2.010817463635744139e-04
1.915991500352771937e-03,1.934781791145480292e-04,2.872596376622491433e-05
1.564074694165528160e-03,-2.954939462840369940e-03,7.341079629146367086e-04
1.896440566675702778e-03,-6.754147343635131043e-03,8.011352117024948555e-04
2.170153638154670352e-03,-8.319561701925565905e-03,9.894498630588582054e-05
2.072398969769324775e-03,-7.246637254108526105e-03,-2.425748051370104057e-04
1.700931229905011839e-03,-4.907310179359899993e-03,-4.979167052812319026e-04
1.466320025780182583e-03,-2.866994835970120697e-03,-8.011352117024948555e-04
1.935542434029840879e-03,-2.304149224000526588e-03,-4.372730039969792469e-04
1.955093367706910255e-03,-2.954939462840369940e-03,1.915064251081660955e-05
1.994195235061048139e-03,-3.517785074809964049e-03,4.340812302451765013e-04
1.857338699321564460e-03,-3.799207880794761103e-03,3.989717189753460278e-04
1.896440566675702778e-03,-4.203753164397906923e-03,2.361912576334048602e-04
2.385213908602430450e-03,-4.731420925619401509e-03,-4.468483252523875788e-05
2.658926980081397808e-03,-4.467587045008654216e-03,-3.223691489320795896e-04
3.010843786268641367e-03,-4.397231343512455169e-03,-7.787927954398754732e-04
2.971741918914503483e-03,-3.535374000184013810e-03,-9.351897092782111495e-04
2.971741918914503483e-03,-2.233793522504327108e-03,-9.734909942998443144e-04
2.932640051560365165e-03,-3.271540119573266518e-03,-7.532586054254532910e-04
3.167251255685194205e-03,-5.593278268947843301e-03,-6.160123340979343056e-04
3.362760592455885360e-03,-6.666202716764882234e-03,-5.649439540690900496e-04
3.753779265997267238e-03,-5.681222895818092110e-03,-2.649172213996297881e-04
3.831983000705543874e-03,-3.957508209161209392e-03,-2.457665788888131514e-04
3.675575531288991036e-03,-2.304149224000526588e-03,-4.723825152668097204e-04
3.792881133351405556e-03,-1.002568746320839886e-03,-8.298611754687197292e-04
3.597371796580714400e-03,-6.332013134657935895e-04,-1.113929039379166208e-03
